Taxa;Size.1;Size.2;Size.3;Size.4;Size.5;Size.6;Size.7;Lcy.1;Lcy.2;Pcy.1;Pcy.2;Pcy.3;Aq.egg;Aq.lar;Aq.nym;Aq.adu;Rep.ovo;Rep.egf;Rep.egc;Rep.clcf;Rep.clfr;Rep.clve;Rep.cltr;Rep.asx;Di.aqpa;Di.aqac;Di.aepa;Di.aeac;Resp.te;Resp.gi;Resp.pl;Resp.sp;Resp.hy;Loc.fl;Loc.ssw;Loc.wsw;Loc.cr;Loc.bu;Loc.in;Loc.te;Loc.pe;Fo.mi;Fo.de;Fo.dpl;Fo.lmi;Fo.lma;Fo.dan;Fo.lmii;Fo.lmai;Fo.ve;Ffg.ab;Ffg.de;Ffg.sh;Ffg.sc;Ffg.ff;Ffg.pi;Ffg.pr;Ffg.pa;Sub.co;Sub.gr;Sub.sa;Sub.si;Sub.ma;Sub.mi;Sub.tw;Sub.li;Sub.mu;Trs.oli;Trs.mes;Trs.eut;Tem.ps;Tem.th;Tem.eu;Sab.xe;Sab.ol;Sab.bme;Sab.ame;Sab.po;pH.1;pH.2;pH.3;pH.4;pH.5;pH.6
Gyraulus;0;0;1;0;0;0;0;0,75;0,25;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,5;0,5;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,142857143;0,571428571;0,142857143;0,142857143;0;0;0;0;0;0,25;0,75;0;0;0;0;0,166666667;0,055555556;0;0,055555556;0,277777778;0,055555556;0;0,166666667;0,222222222;0,2;0,6;0,2;0;0;1;0;0,4;0,4;0,2;0;0;0;0,125;0,125;0,375;0,375
Gyraulus crista;0;1;0;0;0;0;0;1;0;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,2;0,6;0;0,2;0;0;0;0;0;0,25;0,75;0;0;0;0;0;0;0;0;0,666666667;0;0,166666667;0,166666667;0;0;0,5;0,5;0;0;1;0;0;1;0;0;0;0,125;0,125;0,125;0,25;0,375
Halesus;0;0;0;0;1;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,166666667;0,333333333;0;0,5;0,6;0,4;0;0;0;0;0;0;1;0;0;0;0;0;0;0,333333333;0;0,333333333;0;0,111111111;0,222222222;0;0;0;1;0;0;0;0;0;0,285714286;0,071428571;0,071428571;0,071428571;0,071428571;0,071428571;0;0,285714286;0,071428571;0,666666667;0,333333333;0;0,25;0;0,75;0,142857143;0,428571429;0,428571429;0;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Haliplus;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;0;0;1;0;0;0,2;0,2;0;0,6;0,5;0;0;0,5;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0,090909091;0,090909091;0,090909091;0,272727273;0,272727273;0;0;0;0,181818182;0,142857143;0,428571429;0,428571429;0;0;1;0;0,2;0,6;0,2;0;0;0,1;0,1;0,2;0,3;0,3
Helophorus;0;0,5;0,5;0;0;0;0;0,25;0,75;0;0,75;0,25;0,25;0,25;0;0,5;0;0;0;0;0;0;1;0;0,2;0,2;0;0,6;0;0;0,25;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0;0;0;0;0,1;0,3;0;0,3;0,3;0,2;0,2;0,6;0;0;1;0;0,142857143;0,428571429;0,428571429;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Heptagenia dalecarlica;0;0;0;1;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,375;0,125;0,125;0,375;0,25;0,75;0;0;0;0;0;0,166666667;0,833333333;0;0;0;0;0,111111111;0,222222222;0,222222222;0,333333333;0,111111111;0;0;0;0;0;0,166666667;0,333333333;0,5;0;0;0;0;0,454545455;0,181818182;0,090909091;0;0,090909091;0;0,090909091;0,090909091;0;0;0,75;0,25;0;0;1;0;0,2;0,6;0,2;0;0,1;0,1;0,1;0,2;0,2;0,3
Heptagenia;0;0;0;1;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,375;0,125;0,125;0,375;0,25;0,75;0;0;0;0;0;0,166666667;0,833333333;0;0;0;0;0,111111111;0,222222222;0,222222222;0,333333333;0,111111111;0;0;0;0;0;0,166666667;0,333333333;0,5;0;0;0;0;0,454545455;0,181818182;0,090909091;0;0,090909091;0;0,090909091;0,090909091;0;0;0,75;0,25;0;0;1;0;0,2;0,6;0,2;0;0,1;0,1;0,1;0,2;0,2;0,3
Heptagenia sulphurea;0;0;0;1;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,375;0,125;0,125;0,375;0,25;0,75;0;0;0;0;0;0,166666667;0,833333333;0;0;0;0;0,111111111;0,222222222;0,222222222;0,333333333;0,111111111;0;0;0;0;0;0,166666667;0,333333333;0,5;0;0;0;0;0,454545455;0,181818182;0,090909091;0;0,090909091;0;0,090909091;0,090909091;0;0;0,75;0,25;0;0;1;0;0,2;0,6;0,2;0;0,1;0,1;0,1;0,2;0,2;0,3
Hesperocorixa sahlbergi;0;0;1;0;0;0;0;1;0;0;0,5;0,5;0,375;0,375;0;0,25;0;0;0,2;0,6;0;0,2;0;0;0;0,5;0;0,5;0,166666667;0;0,333333333;0,5;0;0,166666667;0;0,833333333;0;0;0;0;0;0;0;0,5;0,166666667;0;0,166666667;0,166666667;0;0;0;0;0,428571429;0,285714286;0;0,285714286;0;0;0;0;0;0;0,375;0;0;0,375;0,25;0,2;0,2;0,6;0;0;1;0;0;0,25;0,75;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Hesperocorixa;0;0;1;0;0;0;0;1;0;0;0,5;0,5;0,375;0,375;0;0,25;0;0;0,2;0,6;0;0,2;0;0;0;0,5;0;0,5;0,166666667;0;0,333333333;0,5;0;0,166666667;0;0,833333333;0;0;0;0;0;0;0;0,5;0,166666667;0;0,166666667;0,166666667;0;0;0;0;0,428571429;0,285714286;0;0,285714286;0;0;0;0;0;0;0,375;0;0;0,375;0,25;0,2;0,2;0,6;0;0;1;0;0;0,25;0,75;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Hippeutis complanatus;0;0,25;0,75;0;0;0;0;1;0;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0,166666667;0,166666667;0,5;0,166666667;0;0;0;0;0;0,333333333;0,666666667;0;0;0;0;0,181818182;0,090909091;0;0;0,363636364;0,090909091;0;0;0,272727273;0;0,25;0,75;0;0;1;0;0,4;0,4;0,2;0;0;0;0;0;0,25;0,75
Holocentropus dubius;0;0;0,25;0,75;0;0;0;1;0;0;0,4;0,6;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,2;0,4;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0;0;0;0;0;0,6;0,4;0;0;0;0;0;0,25;0;0,75;0;0,25;0,083333333;0,083333333;0;0,25;0;0,083333333;0,166666667;0,083333333;0,4;0,4;0,2;0;0;1;0;0;0,5;0,5;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Hydraena gracilis;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,5;0;0;0,5;0;0;0;0;0;0;1;0;0,333333333;0,166666667;0;0,5;0;0;0,6;0,4;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,375;0,125;0,125;0;0,25;0,125;0;0;0;0,333333333;0,5;0,166666667;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,1;0,1;0,1;0,2;0,2;0,3
Hydraena riparia;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,5;0;0;0,5;0;0;0;0;0;0;1;0;0,333333333;0,166666667;0;0,5;0;0;0,6;0,4;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,375;0,125;0,125;0;0,25;0,125;0;0;0;0,333333333;0,5;0,166666667;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,1;0,1;0,1;0,2;0,2;0,3
Hydraena;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,5;0;0;0,5;0;0;0;0;0;0;1;0;0,333333333;0,166666667;0;0,5;0;0;0,6;0,4;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,375;0,125;0,125;0;0,25;0,125;0;0;0;0,333333333;0,5;0,166666667;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,1;0,1;0,1;0,2;0,2;0,3
Hydridae;0;0;0,5;0,333333333;0,166666667;0;0;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;0;0;0;0,4;0;0;0;0,6;0,75;0,25;0;0;1;0;0;0;0;0;0,25;0;0;0;0;0,75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0,25;0;0,75;0;0,272727273;0;0;0;0,454545455;0;0,272727273;0;0;1;0;0;0;0,5;0,5;0;1;0;0;0;0;0;0;0;0;1
Hydropsyche angustipennis;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Hydropsyche contubernalis;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Hydropsyche pellucidula;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Hydropsyche saxonica;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Hydropsyche siltalai;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Hydropsyche;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Hydroptila;0;0,75;0,25;0;0;0;0;1;0;0;0,4;0,6;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,4;0,2;0,75;0,25;0;0;0;0;0;0;0,75;0;0;0,25;0;0;0,285714286;0;0,142857143;0,571428571;0;0;0;0;0;0,166666667;0,166666667;0,166666667;0;0,5;0;0;0,133333333;0,133333333;0,066666667;0;0,333333333;0,133333333;0,066666667;0,066666667;0,066666667;0,333333333;0,5;0,166666667;1;0;0;0;0,166666667;0,5;0,333333333;0;0;0;0;0;0;1
Ibisia marginata;0;0;0;0;1;0;0;0,75;0,25;0,25;0,75;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0,5;0;0,5;0;1;0;0;0;0;0;0;0,714285714;0;0,285714286;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0,307692308;0,153846154;0;0;0,307692308;0;0,076923077;0,076923077;0,076923077;0,6;0,4;0;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0;0;0;0;0,25;0,75
Ilybius;0;0;0,4;0,6;0;0;0;0;1;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;0;0;1;0;0;0;0,25;0;0,75;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,2;0,6;0,2;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0,125;0,375;0,375;0,125;0,090909091;0,090909091;0,181818182;0,181818182;0,181818182;0,272727273
Ischnura elegans;0;0;0;1;0;0;0;1;0;0;0,5;0,5;0,4;0,6;0;0;0;0;0;0;0;1;0;0;0,2;0,2;0;0,6;0,25;0,75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0;1;0;0,166666667;0;0;0;0,416666667;0;0,166666667;0,166666667;0,083333333;0;1;0;0;0;1;0;0,2;0,6;0,2;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Isoperla difformis;0;0;0,25;0,75;0;0;0;0,25;0,75;0,4;0,6;0;0,5;0,5;0;0;0;0;0,333333333;0,666666667;0;0;0;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,8;0;0,2;0;0;0;0;0;0,285714286;0;0;0,142857143;0,571428571;0;0;0;0,6;0,2;0;0;0,2;0;0,230769231;0,153846154;0,153846154;0;0,230769231;0;0,076923077;0,153846154;0;0,6;0,4;0;0,666666667;0;0,333333333;0,333333333;0,5;0,166666667;0;0;0;0;0;0,142857143;0,428571429;0,428571429
Isoperla grammatica;0;0;0,25;0,75;0;0;0;0,25;0,75;0,4;0,6;0;0,5;0,5;0;0;0;0;0,333333333;0,666666667;0;0;0;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,8;0;0,2;0;0;0;0;0;0,285714286;0;0;0,142857143;0,571428571;0;0;0;0,6;0,2;0;0;0,2;0;0,230769231;0,153846154;0,153846154;0;0,230769231;0;0,076923077;0,153846154;0;0,6;0,4;0;0,666666667;0;0,333333333;0,333333333;0,5;0,166666667;0;0;0;0;0;0,142857143;0,428571429;0,428571429
Isoperla;0;0;0,25;0,75;0;0;0;0,25;0,75;0,4;0,6;0;0,5;0,5;0;0;0;0;0,333333333;0,666666667;0;0;0;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,8;0;0,2;0;0;0;0;0;0,285714286;0;0;0,142857143;0,571428571;0;0;0;0,6;0,2;0;0;0,2;0;0,230769231;0,153846154;0,153846154;0;0,230769231;0;0,076923077;0,153846154;0;0,6;0,4;0;0,666666667;0;0,333333333;0,333333333;0,5;0,166666667;0;0;0;0;0;0,142857143;0,428571429;0,428571429
Heptagenia fuscogrisea;0;0;0;1;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,375;0,125;0,125;0,375;0,25;0,75;0;0;0;0;0;0,166666667;0,833333333;0;0;0;0;0,111111111;0,222222222;0,222222222;0,333333333;0,111111111;0;0;0;0;0;0,166666667;0,333333333;0,5;0;0;0;0;0,454545455;0,181818182;0,090909091;0;0,090909091;0;0,090909091;0,090909091;0;0;0,75;0,25;0;0;1;0;0,2;0,6;0,2;0;0,1;0,1;0,1;0,2;0,2;0,3
Leptophlebia marginata;0;0;0,75;0,25;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0,25;0,75;0;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,25;0,75;0;0;0;0;0;0,285714286;0,571428571;0;0,142857143;0;0;0,142857143;0,428571429;0,142857143;0,285714286;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,166666667;0,083333333;0,083333333;0;0,25;0;0,166666667;0,25;0;0,25;0,75;0;0;0;1;0;0,2;0,6;0,2;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Leptophlebia;0;0;0,75;0,25;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0,25;0,75;0;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,25;0,75;0;0;0;0;0;0,285714286;0,571428571;0;0,142857143;0;0;0,142857143;0,428571429;0,142857143;0,285714286;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,166666667;0,083333333;0,083333333;0;0,25;0;0,166666667;0,25;0;0,25;0,75;0;0;0;1;0;0,2;0,6;0,2;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Leptophlebia vespertina;0;0;0,75;0,25;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0,25;0,75;0;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,25;0,75;0;0;0;0;0;0,285714286;0,571428571;0;0,142857143;0;0;0,142857143;0,428571429;0,142857143;0,285714286;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,166666667;0,083333333;0,083333333;0;0,25;0;0,166666667;0,25;0;0,25;0,75;0;0;0;1;0;0,2;0,6;0,2;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Leuctra digitata;0;0;0,75;0,25;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,625;0,25;0,125;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0;0,2;0,6;0,2;0;0;0;0;0,19047619;0,142857143;0,095238095;0,095238095;0,19047619;0;0,19047619;0,095238095;0;0,75;0,25;0;0,4;0;0,6;0,285714286;0,428571429;0,285714286;0;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Leuctra fusca;0;0;0,75;0,25;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,625;0,25;0,125;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0;0,2;0,6;0,2;0;0;0;0;0,19047619;0,142857143;0,095238095;0,095238095;0,19047619;0;0,19047619;0,095238095;0;0,75;0,25;0;0,4;0;0,6;0,285714286;0,428571429;0,285714286;0;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Leuctra hippopus;0;0;0,75;0,25;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,625;0,25;0,125;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0;0,2;0,6;0,2;0;0;0;0;0,19047619;0,142857143;0,095238095;0,095238095;0,19047619;0;0,19047619;0,095238095;0;0,75;0,25;0;0,4;0;0,6;0,285714286;0,428571429;0,285714286;0;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Leuctra nigra;0;0;0,75;0,25;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,625;0,25;0,125;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0;0,2;0,6;0,2;0;0;0;0;0,19047619;0,142857143;0,095238095;0,095238095;0,19047619;0;0,19047619;0,095238095;0;0,75;0,25;0;0,4;0;0,6;0,285714286;0,428571429;0,285714286;0;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Leuctra;0;0;0,75;0,25;0;0;0;0,75;0,25;0,25;0,75;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,625;0,25;0,125;0;0;0;0,142857143;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0;0,2;0,6;0,2;0;0;0;0;0,19047619;0,142857143;0,095238095;0,095238095;0,19047619;0;0,19047619;0,095238095;0;0,75;0,25;0;0,4;0;0,6;0,285714286;0,428571429;0,285714286;0;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Libellula quadrimaculata;0;0;0;0;1;0;0;0,25;0,75;0,75;0,25;0;0,5;0,5;0;0;0;0,4;0,6;0;0;0;0;0;0;0,25;0;0,75;0,25;0,75;0;0;0;0;0;0,285714286;0,571428571;0,142857143;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0,166666667;0,25;0,166666667;0;0;0,25;0,166666667;0,333333333;0,333333333;0,333333333;0;0;1;0;0;0,6;0,4;0;0,2;0,2;0,2;0,133333333;0,133333333;0,133333333
Limnebius;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,6;0;0;0,4;0;0;0;0;0;0;1;0;0,333333333;0,166666667;0;0,5;0;0;0,4;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,222222222;0,222222222;0,111111111;0;0,222222222;0,222222222;0;0;0;0,2;0,6;0,2;0;0;1;0;0,75;0,25;0;0;0;0;0;0,166666667;0,333333333;0,5
Limnephilus flavicornis;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus fuscicornis;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus rhombicus;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnephilus;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0;0;0,25;0;0;0,333333333;0;0,666666667;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0,111111111;0,555555556;0;0,222222222;0,111111111;0;0;0;0;0;1;0;0;0;0;0;0,071428571;0,071428571;0,142857143;0;0,142857143;0,071428571;0,214285714;0,214285714;0,071428571;0;0,5;0,5;0;0;1;0,25;0,25;0,375;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Limnius volckmari;0;1;0;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,4;0,2;0;0,4;0,142857143;0,428571429;0,428571429;0;0;0,166666667;0;0;0,666666667;0;0,166666667;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,166666667;0,25;0,25;0,083333333;0,25;0;0;0;0;0,6;0,4;0;0,25;0;0,75;0;0,5;0,5;0;0;0;0,1;0,1;0,2;0,3;0,3
Lype phaeopa;0;0;0,75;0,25;0;0;0;1;0;0;0;1;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,25;0,25;0,25;0,25;1;0;0;0;0;0;0;0;0,333333333;0;0;0,5;0,166666667;0;0,285714286;0,428571429;0,142857143;0;0;0,142857143;0;0;0;0;0;0,75;0,25;0;0;0;0,571428571;0;0;0;0;0;0,428571429;0;0;0;0,5;0,5;0;0;1;0;0,2;0,6;0,2;0;0,111111111;0,111111111;0,111111111;0,111111111;0,222222222;0,333333333
Lype reducta;0;0;0,75;0,25;0;0;0;1;0;0;0;1;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,25;0,25;0,25;0,25;1;0;0;0;0;0;0;0;0,333333333;0;0;0,5;0,166666667;0;0,285714286;0,428571429;0,142857143;0;0;0,142857143;0;0;0;0;0;0,75;0,25;0;0;0;0,571428571;0;0;0;0;0;0,428571429;0;0;0;0,5;0,5;0;0;1;0;0,2;0,6;0,2;0;0,111111111;0,111111111;0,111111111;0,111111111;0,222222222;0,333333333
